4096,1000,0.727844,0.484505,1.718183,1.159575,0.684240,0.323543,0.451300,0.336978,0.358836,0.412655,1.255912
8192,1000,1.202418,1.047685,4.092832,2.287062,1.217774,0.506414,1.121863,0.938731,0.625485,0.676681,1.459296
16384,1000,2.035565,2.262102,8.050003,4.092852,1.916644,0.888058,1.957952,1.362753,1.058940,1.127906,1.756037
32768,1000,3.980681,5.072319,17.652834,7.330418,3.008136,1.524145,3.655237,3.541663,2.075478,2.171039,2.764503
65536,1000,8.246466,10.243475,27.564930,11.409546,5.015991,2.960537,7.907135,5.950449,3.102964,2.623389,4.013935
131072,1000,16.978558,21.708023,48.045490,18.351460,8.828002,5.797364,16.466073,16.721265,8.925928,5.401412,6.223135
262144,1000,35.473547,45.860084,94.025440,32.131317,16.584457,11.657651,34.359742,18.576830,18.064780,11.078042,14.021368
