4096,1000,0.235732,0.238959,0.172931,0.117118,0.102885,0.091463,0.121622,0.051081,0.037770,0.114595,0.165961
8192,1000,0.467332,0.457876,0.287178,0.188733,0.140723,0.160244,0.230041,0.218369,0.134069,0.123238,0.173187
16384,1000,0.857358,0.428972,0.552624,0.230180,0.200265,0.201881,0.518701,0.376984,0.206230,0.177056,0.182736
32768,1000,1.332837,0.877435,0.919089,0.444203,0.357415,0.371058,0.930716,0.718167,0.227327,0.227146,0.267196
65536,1000,1.714029,1.613660,1.606289,0.873940,0.663226,0.759603,1.605948,1.089612,0.412526,0.414471,0.298994
131072,1000,3.464252,3.408251,2.788621,1.698263,1.292127,1.377093,3.321575,1.876234,0.787050,0.782720,0.813567
262144,1000,6.545011,6.558506,5.228025,3.325856,2.549858,2.685051,5.829820,3.401385,1.512401,1.452057,1.039128
